positive,negative,anger_emolex,anticipation,disgust,fear,joy,sadness,surprise,trust,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achiev,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,epoch,author
30.3431965262,11.3409698156,14.4218786838,31.8503705243,11.9639246568,22.3491850109,21.4969321754,16.1369613293,42.291992757,36.3417904701,25.4681837764,29.4291970649,20.5211578401,34.4073346431,23.3507284192,27.28455474,80.0928959702,17.3805378216,28.7741849099,12.1968041901,59.7014270675,50.9049852354,73.059930849,21.1919788729,42.3038301535,32.7196117362,48.2392872295,19.429517451,62.899122807,67.8821476942,37.3498677249,38.5112072909,22.457008245,19.6350350229,5.99560727137,6.75131408288,8.48289275926,33.9792008758,27.070893338,8.98965791566,22.8516508367,45.6135902637,30.0147765054,83.2588518391,42.3187005167,38.3984657291,65.1907834748,64.7314297124,49.4382273041,60.177419766,9.93796189572,17.1991278808,45.2578598349,18.0572851806,4.12175605846,30.2769583743,12.8680751955,1.18849040867,0.539655006264,9.12951167728,18.225129199,0.0,unidentified,FletcherJSJosephSmi
49.0068365539,25.7299189616,30.7820551682,42.0908650183,22.1223085382,31.2111409847,44.232074348,23.0589922897,54.1371267225,49.6793722866,43.9953371683,50.3716219773,23.088655244,18.6705959398,36.4144379213,20.2435046021,57.1725237623,16.0050299864,22.6584990292,10.7588998123,30.9590302959,48.3612220871,33.1164361634,37.0216194441,35.9337891901,31.6704169424,38.3629310867,46.7395827679,22.6291423002,16.4095677524,13.2017195767,20.8434498047,30.0015704751,18.5096590565,11.9748586383,5.08908457915,17.8086228745,36.5205938697,33.4833450416,13.8173169029,27.078245138,39.6032550951,26.9055535033,19.3420323899,46.4355482867,53.1398817796,28.2668163007,25.4392971246,21.025422698,29.1812179765,8.47373833254,26.7275708597,14.6271647345,16.6305701446,11.8456649633,18.2344586474,21.9431043088,4.67403391715,14.6911438759,5.8261521169,16.622254522,0.0,renaissance,JonsonBen
41.3520798094,17.5909934356,20.7912931769,42.4720251699,10.9122972377,17.1291739684,24.1955493296,22.4928917237,30.9429544767,34.4730268736,23.8832554385,28.964857585,18.4173342234,23.5980914959,11.3409747461,29.4835305671,57.2557284882,15.6769753752,32.1407052478,26.0233233702,21.1981768962,65.7938575813,51.3823335712,46.6448617852,50.0946096413,54.2452491255,37.5659130856,59.4989958204,38.2903091061,37.5377532047,21.6292517007,32.2631237653,22.1201413428,17.0636122189,7.85784382448,5.19586905006,9.24384606641,42.3961998592,41.8347634101,20.1103557686,26.0060089164,34.0325785486,26.2757929178,46.0076691385,44.1135083182,44.9330146201,56.3233349032,45.9693062529,37.7812918136,69.8200675156,22.5005569385,36.2714586889,25.128299495,36.3234145247,3.55072419314,10.2589314979,8.11369631865,1.04253544621,2.48213769463,11.8396403147,8.11184939091,0.0,romantic,HardyThomas
40.5694754678,26.2716715046,27.8109987416,46.0599134919,18.4055356158,30.691174898,34.9845318184,26.8244575937,54.070862385,40.4809234657,41.7579151798,42.7286795887,28.344661569,37.4540096446,25.0418075076,31.3839195873,74.6098862849,20.5117923284,38.2396976392,18.5094262514,52.4848732973,56.291260705,62.5272849509,31.2746438468,56.7356972392,33.8079537934,43.4155789056,28.2007915007,60.6618819777,50.3599802167,39.5380591631,47.0173603447,30.267694614,23.8032844646,9.5984731657,3.09515387336,14.7941263935,44.0237348858,24.7645049015,26.7599771521,28.7133033181,55.7091488633,37.445007892,81.1955061096,44.9914338719,35.3046558756,58.4107009635,50.0317673541,44.3952848028,58.0315119381,13.5814292494,26.3623586533,35.478225796,17.111474264,4.88196691873,8.72217752749,14.4212882443,4.59189476078,3.54674235854,11.8055792091,12.1102008457,0.285992454667,unidentified,PelhamGrenvilleWodehouse
39.6965341596,35.8575570792,37.9316046185,48.4374704871,24.7485496661,49.098063478,36.9857632292,39.6415744318,49.1162429934,40.9279797618,43.0190759883,37.4447184794,37.8330029265,42.0997797226,42.9113048291,37.671718937,73.3194217739,23.1762781618,21.1634318684,28.1700926584,36.7466777968,51.6290225514,50.4291377082,29.2690568909,49.2606454735,29.8352686361,36.7008468833,37.2370505248,56.9570264044,63.131347912,27.3477633478,45.84896788,46.2387835957,38.0269723212,15.3847461011,7.01071745512,15.5182806761,50.4837786734,43.4134548861,16.6907986888,34.8471485548,42.8652652283,44.4353024146,67.0574340865,37.9773274506,46.7219866686,59.9763327318,61.1134306322,43.1647701931,60.39927172,7.63076900951,15.914537559,22.0630521618,14.8963783703,12.8004830371,44.9048002145,20.9983716721,2.92352212703,8.63886041683,16.2891560793,16.4750704722,0.993874487851,unidentified,HaggardHRiderHenryRide
54.7201879862,31.2601959384,33.7880165707,40.8918553916,18.7249476783,46.4683806643,27.1097353223,25.3048233817,28.7005493662,60.6543991716,30.4828395969,30.7530345619,26.4784527518,20.9954158481,40.3326810176,24.2591945318,26.4287007046,10.2843876959,16.7603936534,5.36929669776,18.6291281631,28.4569509583,27.5299334102,39.4912940334,16.4164235962,14.6384292963,23.3357577227,14.3430313557,12.6203703704,12.4888093107,4.88227513228,16.4168338084,23.4526894386,13.9364944791,7.32744520771,4.25626322616,17.876403501,51.2263957307,16.0175916169,29.3612910558,53.9450474898,33.3103931228,50.7480605837,50.1919330812,7.69265715926,15.1963236793,52.5522550326,29.6009717785,47.0780115963,43.5842531461,17.4969489457,8.89327351027,22.8471924049,21.5324778457,6.81424543022,30.5118540369,9.68224920979,1.0355852099,0.414377951238,9.66654177594,13.335755814,0.0,unidentified,JohnsonWillisFletche
47.4222617662,23.1218750827,26.8162069314,48.4978184085,19.896243482,20.5793144009,37.8293929447,23.9806347499,45.776631986,49.0839208189,40.2734345303,42.4031203613,27.1479750779,31.2082514735,23.5225048924,33.790050099,69.7560427627,30.7231572838,29.2508535851,34.7170405848,33.0784302257,66.3054831799,53.2265655013,46.2031690614,61.0777984985,48.4119126406,40.1163706891,48.5417684416,51.5707602339,38.0111562565,31.5202380952,49.519687533,43.4902237927,27.1331678072,14.7392401514,6.22158509114,26.3760940677,63.2760673235,42.8016332982,37.661097852,34.8008819539,61.853086062,35.5504248245,64.1672396012,56.8512805263,42.6432820057,57.9562670969,51.0083865815,44.2049628999,57.9744576716,29.4247067598,21.3525055408,43.1300987548,48.4038117927,5.28921715979,10.2917076368,17.6193644984,2.01834862385,2.73200346921,25.1629823904,11.9307170543,10.0,unidentified,EllisParkerButle
56.0283348162,25.7535514933,23.2151156916,56.9213588199,14.6999042247,22.8617039153,42.8753064362,27.2655549579,50.4585213148,42.3499422472,33.4854666633,39.3165524429,20.7515576324,21.3889980354,13.9517286367,27.5567983223,52.2367115388,12.3308183401,34.4446676039,10.6173850937,23.1601649316,61.1515256789,42.6704763734,42.5130925205,45.3167886004,55.0154864328,32.838959937,58.4098680997,35.1385964912,44.3812409614,13.2761904762,31.6161722791,27.3959952886,21.4079815903,10.1261741203,5.8713905386,9.66669613651,41.9158456486,41.804970144,18.3395840436,24.7832428765,40.8649666763,18.9785740672,36.2683339063,31.3566021138,40.202345878,51.522322368,33.3551317892,35.1965697604,66.511764256,19.0399349108,35.8446402508,17.5955345642,32.3531322757,8.9637995448,17.9760734186,8.55930793546,1.93494578815,1.93986701359,9.77519670288,9.48401162791,0.0,enlightment,HawthorneNathaniel
44.1025216922,29.6275230814,31.9080276852,43.7075801648,17.7887002944,38.2995855038,35.1596584535,25.5605238778,46.2108308013,43.9885622867,43.6448856677,39.625114487,35.5169392523,36.1951538965,41.9705370733,41.4025787409,61.8032802232,20.9856838847,20.1755707304,22.7354844131,35.7838514251,45.6031787389,51.2409559483,34.032720111,40.0653899488,21.2357158615,32.241600501,26.9856293763,44.4047270955,42.3553244726,24.8578042328,35.7841584855,29.9609344327,21.9582046468,11.0656455909,4.74093794798,13.417248696,51.4445641762,38.6194166374,20.4051190882,38.0951775215,45.4358036318,42.4508989041,67.9871018105,33.5756648371,31.9452165212,57.2643043768,51.2251231363,43.2095649353,56.8577030598,9.91557337221,21.2234445105,30.878178522,16.826393777,8.86045146792,17.3904730689,12.0126989408,3.26139838754,3.07892454467,8.81572374173,12.5928617571,0.0334672021419,unidentified,ChurchillWinston
45.4894714028,32.6163329012,32.7579064363,53.3056305838,22.6306267958,38.8468324651,41.4131383222,34.0151515151,63.3275020716,45.296530848,52.1732850156,44.9063575782,41.9174454828,49.9351669941,33.9699934768,52.8871024117,82.5305648649,29.5647127104,33.3661377787,37.9965969246,48.2158732015,52.5527184297,57.9826162121,22.9333959984,50.4250944389,30.8389146261,40.5697314989,32.1104054714,59.8716374269,51.550857379,37925,42.1682677082,39.8308598351,35.6476715315,9.89485489978,5.58263362687,13.3374591106,46.8056239737,30.1650860555,21.2171837709,32.3456580733,49.1640104318,50.8588843738,69.6212902487,47.0749234906,41.7649674801,61.2820018237,53.7115615016,47.6287556258,58.0121848632,8.64668791105,17.3858046381,41.8062115357,20.7964697601,6.87164512389,17.3828253032,12.7349858593,4.49124270225,0.682278115062,9.9175721244,13.8856589147,0.348058902276,unidentified,GeorgeBarrMcCutcheon
62.1109666233,37.420703156,33.2242093564,72.2127571162,26.178567628,37.5878003697,71.5801720198,43.0585440201,75.6237915477,60.2489345601,81.8534755835,78.2534819821,46.2184579439,46.4440078585,29.296803653,64.5100780613,73.4748460055,34.0046430644,36.7383008636,47.5121838501,34.6299274769,57.6501650165,61.3277948521,31.4381630187,57.065939846,35.3048312376,47.12528032,35.5582695544,70.5523391813,75.2255354314,29.0666666667,68.89475351,54.9243816254,39.7196148489,21.1404738539,12.2281384395,19.6445937583,56.6654351396,37.1219704953,29.040962447,36.6533242877,61.4358157056,48.7384558552,67.0254669417,42.2066931817,47.2627716938,56.4723469173,57.0272563898,38.289745773,61.5937189324,10.8417519832,23.5693821288,39.8683268928,17.3653148519,8.87662644394,16.4388725008,17.3182498752,3.73019182652,2.07285342585,8.40014986887,20.988372093,0.294511378849,romantic,AlcottLouisaMay
64.3389683572,41.8039205312,47.6295847226,54.3039684189,30.9806321166,54.8252394556,48.6936469024,44.6776941008,56.00865482,60.8794360139,53.1005296369,48.1887376433,39.5673676012,50.5304518664,41.6033920417,41.0753815682,57.5670741982,21.5345327916,28.5117493473,11.8763129149,32.2232132413,41.0826240519,41.8123319247,36.0198737747,35.2431501937,15.7043017869,47.361052185,24.4040058622,29.3321637427,31.6693065216,12.5027777778,32.3287237412,28.7411071849,23.6286562102,12.3867937754,9.17878353472,7.3017416674,48.736453202,40.3587109238,25.8681993083,35.7079375848,27.8861199652,50.4285186553,21.7640655437,40.8906069955,43.7889821558,37.9738023427,31.0872603834,29.2153022747,38.359122078,11.205166452,14.8208011244,18.0420781451,15.8795820023,17.9546528106,28.5807931826,14.6048910331,4.36196830693,4.00693842151,11.5099288123,12.5799418605,0.0,unidentified,SchillerFrederich
51.2524810074,31.7108013015,38.0809841366,49.2948784542,29.1515909333,39.1341791296,49.5502139859,35.9086426394,59.8701777,44.6757876289,51.4850105167,52.7926917854,32.0940420561,26.1247544204,44.0704500978,30.8778981708,55.1932186254,15.769007545,27.0486041374,20.1936812033,29.490656802,30.0691911296,20.4667691126,36.5063112663,28.0830105676,15.100595632,27.9683617189,23.6260381045,26.389619883,25.9537910612,9.1378968254,26.5728913755,41.2167255595,25.5177738751,15.2512967896,21.5594921155,20.5927857837,41.6810344828,42.2209782227,21.2288734109,29.8134328358,25.8964792814,22.8112301441,15.3188380887,31.9289050788,52.5043081883,21.5354738023,21.4169828275,15.2070915947,25.4422748477,12.0813275476,20.0848694524,14.7023042794,21.1367697222,21.4196762142,37.9711569977,30.3194144069,10.2272727273,25.7444348077,10.7811914575,10.6104651163,0.0,unidentified,ChristopherMarlowe
54.5912896676,32.5782386709,33.7112256239,52.4579264492,26.8218580398,47.5159637036,52.2562014376,32.3314506007,46.0408802136,62.2981638587,52.0361876283,49.801661245,36.5027258567,33.1237721021,40.8858447489,33.4556681813,64.3328153377,21.0621009866,13.0688893352,8.14301319218,40.1052754708,59.773956343,52.1191893968,38.4067409695,42.2665327786,31.9078755791,61.0770349718,46.1235955056,33.2976608187,37.2529440121,16.9761904762,28.1969808931,32.1003533569,21.0634045903,15.8096172718,4.19414294491,12.955530015,58.1332101806,42.0139620653,20.5153182992,48.8870420624,39.3342509417,43.3376431474,43.4928956113,39.6382063958,42.5387736951,48.5326506278,34.1333865814,37.8676560029,49.3520099926,9.00027120482,14.6224120223,15.6576499213,14.4257945747,39.0672907631,29.777122255,13.475295292,2.29983319433,2.91702804279,6.70288497565,17.4418604651,0.0,enlightment,KingsleyCharles
50.9073941899,30.1478544911,34.8399226317,48.6643317206,29.9653638192,38.4514207296,47.1473485725,32.8674530598,59.7099276134,51.2989168265,47.7451516325,48.6358570842,31.2011385551,28.9634203387,40.1761252446,29.9345883058,63.4669066743,26.4096398861,23.7320555858,14.9745819679,30.0713951506,37.650617192,24.1097726067,32.3895208681,37.1157835295,21.2908512181,30.0303914523,34.2714722539,26.5228348649,18.9407131216,16.1340702948,24.0968064625,35.4665993606,27.9662776514,12.3028112128,8.03662853632,13.8348257701,41.1771835171,42.0446752639,15.4002889939,27.0733992376,38.8136288998,30.7408482418,15.2293511652,44.0637115469,61.3807644354,22.0102197083,25.3236488285,12.8534357424,29.1885619118,7.37705381156,16.7438909182,13.1737853292,16.6827811855,19.0684767917,32.1147633095,35.3518549326,9.08793041821,18.7557648095,11.719209977,25.5150655223,0.0,unidentified,WilliamShakespeare
46.3286159337,25.0548927277,25.0176821259,51.2541265554,21.1947075308,34.078306167,54.3847499804,32.9458290997,41.6403236862,46.177471533,46.6181799752,46.7864700123,31.5507095881,39.1966819472,22.4759005581,40.8559555711,71.6570036551,32.2834848778,21.3652897726,30.5900998049,46.0628923461,64.0267886438,59.5845605498,30.7670501171,60.0593995229,28.3903228179,49.589537413,48.7494496614,53.5276153346,52.8927453726,29.1613756614,42.2663241728,37.18047376,27.7559094855,16.1767683848,4.11404646506,12.537451252,43.6824940704,29.3749756079,18.4063124056,33.1215136439,44.9531536753,47.2396667077,60.9712195867,45.0043434506,41.2956065744,53.969589987,51.0122692581,40.4971009204,52.8155191313,7.48167484047,18.2502357485,39.7993098294,12.38591995,18.1312415606,16.3279798973,18.0576350764,2.44648318043,5.70492435193,13.4382415387,17.1269379845,0.0,unidentified,GeorgeMacDonald
55.6756325143,28.7923599905,33.0281903607,51.2699979223,22.8892199638,34.6647622248,46.6036481489,27.2077281693,55.7665040052,46.466722428,51.2688477231,48.3930770931,36.5369937695,37.6836935167,32.1343770385,42.9383665385,71.9000767632,20.8705745792,34.7198232577,23.6627174187,32.2733653059,54.1382664582,52.8082981175,42.5647911911,41.0567589538,33.8366644606,47.8271410389,33.36373012,53.4236842105,50.5674540321,33.3007936508,32.7731447271,41.3630153121,32.1734391086,10.9974765176,5.70960475118,22.1253646893,59.2183908046,38.5625219529,33.4104524865,43.5563093623,44.9239350913,38.8141854451,63.3562507162,40.8565339677,43.03407638,58.4761871361,55.9969049521,43.8806714512,58.0160085651,17.915451895,21.5535974918,37.0173178761,23.4690562564,4.04646369218,12.9367420518,18.3929462652,2.71476230192,3.96646429603,17.4297489697,16.2548449612,0.589022757697,unidentified,BaumLFrankLymanFrank
42.8129491479,26.3442766064,25.7855915934,44.754830667,14.9861657976,37.6004032936,27.3046079694,28.4731934732,46.1854341221,36.1086549568,36.6389599858,33.5587278527,32.9404205607,40.2396856582,21.184605349,46.7179307934,48.5536687199,12.395821242,44.9748945571,6.79249642888,30.6595800678,48.9743500666,46.4276796005,30.2417080704,49.0666092861,24.4039708802,39.0205466998,32.5373174836,40.4660818713,37.164795813,22.4222222222,38.7247967909,32.0975265018,26.3029128566,9.44062806674,13.2336678272,13.9961099814,54.4679802956,42.3331577099,24.6159466173,33.2377883311,47.3572877427,56.3243442926,62.1373324166,32.8890210509,38.5229862694,62.7009539174,55.8022164537,48.9333414426,56.9690789977,10.3635839718,13.3401805503,15.8751967941,13.8718934431,4.01382745738,13.0072107506,20.4042588588,12.3311092577,0.928013876842,11.4649681529,14.3871124031,0.147255689424,unidentified,JulesVerne
46.7796250393,40.6378713239,35.7938945047,55.9435947931,28.7820812378,44.5878661241,37.9630415814,42.2802114274,57.614600305,46.9100077754,52.7088385561,41.7884542238,46.5645740214,62.7650123858,30.3502651805,56.8114928904,75.8792969694,35.7556335007,37.048647799,43.1751259485,38.311561993,45.2618488393,66.5102139672,32.7111588559,42.1393807472,25.6429085259,34.3804762871,16.5217627304,54.9608441393,57.7646167619,28.593857833,44.6018202764,36.2431505096,24.55930637,19.1970571563,3.9177626014,11.5447448232,49.0352145356,35.4948381974,25.5372046089,30.2797770043,45.1806659695,62.1183405342,67.0859053114,39.2205599613,35.4702269745,64.1625319065,52.7440877205,48.0583659028,67.3719641747,9.83972384274,14.5159432825,43.5684905508,11.6799713739,9.80842082072,20.2015020022,8.51627089467,1.44776444138,0.656133338361,6.94446706957,12.9181412201,0.0,romantic,CollinsWilkie
50.4845410738,33.7407299631,30.0208817487,50.2908788697,22.6407955258,35.6116619056,40.8359995014,34.1920188074,50.0976992092,49.5660794024,56.1837425982,53.9213312419,37.1525614399,39.253438114,26.8594622019,48.6737349023,65.9038192299,17.9480234733,35.738992658,14.7538955643,37.5307053457,63.0114707377,58.3701498271,30.332124793,52.7826923179,34.9775718803,63.186994498,40.1340112299,52.728719948,36.2195747155,38.7879188713,37.3928240496,31.2948566942,19.1808474131,15.6237830428,5.34735021731,14.6622265445,47.6149425287,37.2272957889,20.199806255,32.1295039952,47.5482146882,42.777983007,55.8159224883,46.6924382659,35.1338163446,50.3843141381,39.3564740859,38.5607320007,51.5029980655,8.17400049721,17.6940495282,26.6479016586,15.8716407674,7.99587752824,10.4537674351,14.0464703599,1.30896117135,0.629597507308,7.26447691603,20.9436907838,0.0,unidentified,CharlesJamesLever
29.4844067255,20.8171741488,23.9542285541,38.8006440889,16.677663084,28.3494370694,33.2525865293,27.1920387305,47.0278979836,27.2457880273,34.7971414815,34.6837002179,28.3021806854,38.7131630648,26.0365296804,36.0258650821,71.8503679017,31.8862449216,20.7712392047,42.5544071927,45.7110480758,48.7862891552,47.1283134844,21.6389149993,53.6771386219,24.8315023163,42.8910843081,32.2015958313,59.8625730994,68.2315267544,20.5587301587,62.6644146522,43.6376914017,37.0895657966,12.8599467265,9.12348965799,13.5929626028,34.0825123153,27.7089919213,11.8898251425,22.5050881954,43.1019994204,33.6368673809,54.5750257821,43.9143094327,33.2214130858,56.0436101564,59.5267571885,41.3416859263,54.1629916644,4.57149637263,21.0849235094,38.3698296837,11.5420434241,6.26400996264,14.8541461816,14.6913991016,4.10967472894,10.6302399537,7.27988010491,9.94912790699,1.51271753681,unidentified,GalsworthyJohn
54.2359003998,28.0324741556,30.8555903585,47.9101738347,18.9753230937,36.8383464964,38.9717593939,28.6558882713,49.8797941667,56.8770108381,41.0025088062,42.8351352964,27.4943752163,36.7670814233,22.7484235704,25.5181430994,52.2291496342,13.4081382601,27.2455423891,17.170825981,26.3854771838,65.154433572,60.8448584966,45.1069036003,49.2941657767,48.2879623502,47.3207130399,48.1472434819,36.0110461339,39.3667408887,16.8386243386,35.0059232673,29.7275225756,20.9491511738,14.9041232456,9.55241540947,9.35176180512,48.951833607,34.3860984272,25.5272514734,32.9575606815,41.792234135,45.5937281944,41.8484142444,45.6685954065,30.6977720953,43.9373835854,30.0080981541,34.1811620646,45.6524509929,22.0594993258,16.5336264423,18.48989393,21.6326456946,7.98204052811,18.3710258932,18.8265956857,4.31378000185,2.54730011885,13.8378918446,18.4458440999,0.0,enlightment,HolmesOliverWendell
69.6537616256,29.9145525251,27.7839524884,60.5980331048,23.0475447247,31.438693777,47.953167777,26.4294821987,52.6726616129,59.9337059607,50.9129970801,56.2570402889,25.6827622014,28.7775594848,27.9814452417,24.9278289125,50.4617234486,12.0758367189,16.3910646939,10.9087471641,27.8728181334,71.3750088459,49.8073803731,51.4621846232,55.9731586414,51.6208544746,50.0124586675,53.9805315819,28.5500324886,27.3213506875,13.8514109347,26.7626118676,29.5683811019,13.0610899157,16.4470302351,6.23705827474,18.5247399287,61.8500273673,51.4849939508,33.9481218104,34.3230815619,54.4801828777,39.9766038665,33.5768305259,54.5450665698,28.5662225681,54.6774294109,35.2430555556,46.1144224141,49.0430832066,23.3411304721,22.8769122655,25.6889779432,27.0633674445,9.44065119786,14.3049637642,14.737795523,1.21860809934,1.90164145064,17.6512218475,14.3087855297,0.0,unidentified,CharlesDudleyWarner
40.3985328152,35.9634812718,31.1856567085,42.9398388624,22.8920577489,38.9238970108,33.8056259609,32.6429980276,50.4721275921,40.9195310737,38.5359384371,32.9024062435,35.7247317411,43.9336389435,30.7371167645,43.16801947,70.3278974993,25.6722770362,32.6616232621,29.8632701267,47.1835562314,43.8797213055,55.5230076408,21.6604747624,33.6122666922,29.1915582028,24.7395465045,30.390755517,53.965237167,55.6557935251,26.7314814815,44.7482318167,33.1166077739,28.858744289,9.28080751437,12.0736341502,9.33407990255,34.5019157088,26.4976778675,15.6175755903,23.1859641188,35.6064264786,45.0026679801,62.6736310047,27.3273943013,27.3383116843,52.7203011386,49.3776624068,36.337023071,60.4969112986,7.91371919754,13.7947396556,36.5392872478,15.3843377191,6.18943330327,18.0869660221,9.33288970221,5.98183671578,3.59448780957,6.81903334582,6.35766580534,0.684218354901,romantic,HarteBre
39.9739921976,38.8013544615,34.7620491058,37.8345107002,28.8522932851,47.4831961015,25.3812274068,39.4889725659,40.6997514041,42.4029155216,36.4501659867,27.0280769352,39.8224299065,51.6168958743,28.357469015,41.9934754748,54.4393476999,8.19384793964,27.6179955814,19.8964372742,39.5274301088,44.5332638527,67.9081828659,20.317577548,30.9118729977,25.5523494375,33.7208315655,18.9108722792,67.4269005848,79.4029336823,28.3916666667,48.3595481896,41.1608951708,38.226245988,12.4653021169,3.98935080893,10.1113959862,36.7007389162,23.4417808219,17.1789001997,31.9250339213,27.8296146045,47.7502770595,73.6811046179,25.1510983905,23.3742842848,59.8811987094,51.1022364217,52.0296800876,45.967778939,10.5293579226,15.4824585113,66.5249749535,12.0439655639,9.26053162709,21.1373320223,14.8610880053,3.73853211009,3.73518357907,16.5530161109,14.6124031008,0.174029451138,unidentified,RohmerSax
73.0716583396,25.0690017019,27.2414199589,69.2066625112,18.1919761626,29.4873410631,68.1500256229,30.6384854462,73.3050977504,60.2580953519,60.0985783432,66.4845403152,26.8574766355,28.0550098232,22.874537943,38.7723795099,58.0053734249,21.1510930547,38.5552654482,15.8502086659,32.6709751628,60.2860286028,53.2486553976,32.6921355356,46.5189116817,34.6697551291,47.3553952765,51.2249181277,52.5516569201,49.5431903221,28.580026455,37.3376966114,32.6768747546,19.2121358929,14.0427122763,11.1918902314,16.4751127221,40.5452928298,47.8361725793,19.0183949475,21.6078697422,34.5346759394,28.4540081271,43.322925022,43.9036125669,28.1144032464,47.8571929579,29.6542199148,34.4049791185,56.7190938676,12.6757181278,29.7160206858,30.1941701255,14.0225964228,10.8565580223,15.5905167704,10.3199689458,1.70280789547,1.62378336706,7.32484076433,13.860626615,0.0,romantic,CurtisGeorgeWilliam
43.7056555563,20.7065950636,24.4033545519,57.0117390401,15.0303288284,27.4504284994,38.4293846346,22.5806885422,54.8107909032,39.1404787509,45.8216973721,48.2661150238,27.9707943925,33.416502947,25.095890411,37.6884539205,75.3541405328,28.504933256,22.6009238803,36.8233761869,40.1187273365,66.7486538128,60.0566653861,35.4491741641,74.1921292976,34.793911317,45.2112249227,43.8986592846,51.6096491228,44.3557606225,33.8111111111,36.146943946,29.7583038869,21.5442378732,9.37543810459,3.88695474094,15.752807002,48.14408867,33.0606779066,22.214212654,27.9684531886,59.9355259345,38.5851496121,79.2597685344,46.9734478187,44.8663071877,59.562057235,59.4713458466,43.9675221993,58.4429886054,10.1447555766,19.6340342721,33.0156004007,15.7929503492,5.03929230901,12.6810881678,17.0720346032,1.65554628857,6.62041052328,10.4233795429,17.8246124031,0.374832663989,unidentified,FrankRStockton
51.1365105438,27.0389672231,25.4134249436,42.8232564582,17.3264517045,27.6382120652,37.6088973837,29.224941725,40.9185771721,46.1159570372,35.5752092784,38.2728526461,25.3822689512,30.4256712508,21.2915851272,35.3974911647,42.334912284,14.165215709,23.1974292027,10.7571492592,21.7547373962,44.7986026673,40.2340248431,37.9246676514,29.2688758189,32.0172071476,36.1819908277,33.7607881452,31.3679337232,32.4541468678,16.3683862434,23.030367008,25.4369846879,20.4697309191,8.92915556802,7.59778824492,8.43721451095,42.2454844007,37.5241482262,32.3429610508,26.2539574853,26.7760552497,22.6049747568,29.253800466,32.6310159544,33.0127670613,39.7681840499,26.1939230565,34.6504885861,35.1852795976,22.0283296043,14.2413103411,23.1477505844,26.280975328,11.8585476876,18.0405331585,23.2102256973,2.08507089241,7.37689120169,22.6364431123,17.6639211886,0.0,unidentified,EdgarAllanPoe
44.4511799655,36.1301855204,39.4960954979,37.0729571696,30.3364295596,44.9954389418,37.2472086853,44.3076154615,37.3156904784,38.2232615833,37.7113750647,34.2129840598,33.642634624,38.4086444008,37.6721647563,33.3882591834,43.4752605803,14.7815272365,23.0424927553,9.05806234771,23.5746035459,40.3239120905,33.5430272762,31.3520305396,25.6750756536,31.0303488702,32.8366221329,30.2928792426,34.8412698413,40.9997343749,13.1156462585,31.3386919214,42.0104324415,29.2600634998,15.6696240812,10.9680816828,18.3437109261,40.9711470795,30.449972402,23.0849516759,34.2643923241,21.52585172,26.6636761834,27.3326621814,35.6134826529,23.9964105048,33.2376827423,23.3918587403,27.9060593949,30.9748983077,19.5328012553,17.7978732441,23.4803410415,24.8671519071,17.2162273249,36.2199747155,25.7955652732,5.5284165376,14.8969561806,27.6186907884,8.21913067552,0.0,unidentified,OscarWilde
